system:index,B1,B2,B3,B4,B5,Latitude,Longitude,Pixel-Y,class,﻿Pixel-X,.geo
000000000000000014d7,0.0459,0.0535,0.0717,0.0392,0.0474,49.9457885,-124.804445,5899.5,substrate,10101.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001564,0.0405,0.0482,0.0664,0.0378,0.0474,49.94061889,-124.8432369,5972.5,substrate,9826.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001565,0.0405,0.047,0.0646,0.034,0.0474,49.9406139,-124.8430979,5972.5,substrate,9827.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000156d,0.0405,0.0494,0.0648,0.0367,0.0474,49.94052918,-124.8432446,5973.5,substrate,9826.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000156e,0.0405,0.0433,0.0606,0.0338,0.0474,49.94052419,-124.8431056,5973.5,substrate,9827.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001563,0.0418,0.0563,0.0672,0.041,0.0475,49.94062388,-124.8433759,5972.5,substrate,9825.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000156b,0.0418,0.0474,0.061,0.0354,0.0475,49.94053916,-124.8435226,5973.5,substrate,9824.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000156c,0.0418,0.0526,0.0636,0.038,0.0475,49.94053417,-124.8433836,5973.5,substrate,9825.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014a0,0.0492,0.059,0.075,0.0404,0.0476,49.94598394,-124.8073562,5898.5,substrate,10080.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014a1,0.0492,0.0522,0.0692,0.0366,0.0476,49.9459789,-124.8072172,5898.5,substrate,10081.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014c2,0.0492,0.058,0.0774,0.0417,0.0476,49.94589424,-124.807364,5899.5,substrate,10080.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014c3,0.0492,0.0562,0.0803,0.0417,0.0476,49.9458892,-124.807225,5899.5,substrate,10081.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001414,0.0548,0.077,0.0919,0.052,0.0477,49.94633267,-124.807047,5894.5,substrate,10082.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001415,0.0548,0.0744,0.0903,0.0483,0.0477,49.94632764,-124.806908,5894.5,substrate,10083.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001438,0.0548,0.0741,0.0894,0.052,0.0477,49.94624297,-124.8070548,5895.5,substrate,10082.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001439,0.0548,0.0744,0.0917,0.0507,0.0477,49.94623794,-124.8069158,5895.5,substrate,10083.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d58,0.0284,0.0412,0.0598,0.0345,0.0482,49.67108956,-124.9411627,9006.5,substrate,9286.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d59,0.0284,0.0425,0.0549,0.0356,0.0482,49.67108471,-124.9410245,9006.5,substrate,9287.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d63,0.0284,0.0445,0.0632,0.038,0.0482,49.67099984,-124.9411702,9007.5,substrate,9286.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d64,0.0284,0.0483,0.0654,0.0412,0.0482,49.67099499,-124.9410319,9007.5,substrate,9287.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014e4,0.0455,0.054,0.0776,0.0393,0.0488,49.94580454,-124.8073718,5900.5,substrate,10080.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014e5,0.0455,0.0542,0.0772,0.0421,0.0488,49.9457995,-124.8072328,5900.5,substrate,10081.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d94,0.0307,0.0532,0.0718,0.0425,0.049,49.67074039,-124.9414691,9010.5,substrate,9284.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d95,0.0307,0.0455,0.0681,0.0377,0.049,49.67073553,-124.9413309,9010.5,substrate,9285.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dad,0.0307,0.046,0.0722,0.0434,0.049,49.67065067,-124.9414766,9011.5,substrate,9284.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dae,0.0307,0.0346,0.0558,0.0282,0.049,49.67064581,-124.9413383,9011.5,substrate,9285.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6e,0.0311,0.0305,0.0486,0.0265,0.0498,49.67091983,-124.9414541,9008.5,substrate,9284.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6f,0.0311,0.0385,0.057,0.0356,0.0498,49.67091497,-124.9413159,9008.5,substrate,9285.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7f,0.0311,0.0427,0.0641,0.0377,0.0498,49.67083011,-124.9414616,9009.5,substrate,9284.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d80,0.0311,0.0471,0.0666,0.0436,0.0498,49.67082525,-124.9413234,9009.5,substrate,9285.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc4,0.0289,0.044,0.0654,0.0358,0.0509,49.67058036,-124.942037,9012.5,substrate,9280.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dc5,0.0289,0.0455,0.0691,0.0389,0.0509,49.67057551,-124.9418988,9012.5,substrate,9281.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de3,0.0289,0.0504,0.0713,0.0406,0.0509,49.67049064,-124.9420445,9013.5,substrate,9280.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000de4,0.0289,0.049,0.069,0.0387,0.0509,49.67048579,-124.9419063,9013.5,substrate,9281.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001424,0.0528,0.0658,0.0868,0.0528,0.0514,49.94625211,-124.8048229,5894.5,substrate,10098.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001425,0.0528,0.0722,0.0926,0.0548,0.0514,49.94624708,-124.8046839,5894.5,substrate,10099.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001448,0.0528,0.0613,0.0782,0.0435,0.0514,49.94616241,-124.8048307,5895.5,substrate,10098.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001449,0.0528,0.0673,0.082,0.049,0.0514,49.94615738,-124.8046917,5895.5,substrate,10099.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d92,0.0306,0.0372,0.0562,0.0304,0.0516,49.67075009,-124.9417456,9010.5,substrate,9282.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d93,0.0306,0.0497,0.0669,0.0385,0.0516,49.67074524,-124.9416073,9010.5,substrate,9283.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dab,0.0306,0.0449,0.0672,0.0376,0.0516,49.67066037,-124.9417531,9011.5,substrate,9282.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dac,0.0306,0.0542,0.0769,0.0456,0.0516,49.67065552,-124.9416148,9011.5,substrate,9283.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013d8,0.0517,0.0738,0.0882,0.0545,0.0518,49.94644158,-124.8050853,5892.5,substrate,10096.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013d9,0.0517,0.0727,0.09,0.0543,0.0518,49.94643655,-124.8049463,5892.5,substrate,10097.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013fd,0.0517,0.0732,0.0922,0.054,0.0518,49.94635188,-124.8050931,5893.5,substrate,10096.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013fe,0.0517,0.0713,0.0938,0.0549,0.0518,49.94634685,-124.8049541,5893.5,substrate,10097.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000146e,0.0506,0.0677,0.0834,0.0474,0.0518,49.94606264,-124.8045605,5896.5,substrate,10100.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001491,0.0506,0.0586,0.0772,0.0449,0.0518,49.94597294,-124.8045683,5897.5,substrate,10100.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001492,0.0506,0.0616,0.0806,0.0489,0.0518,49.9459679,-124.8044293,5897.5,substrate,10101.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014d8,0.0464,0.0504,0.0715,0.0388,0.0518,49.94578347,-124.8043059,5899.5,substrate,10102.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5a,0.0272,0.0395,0.053,0.0333,0.0538,49.67107985,-124.9408862,9006.5,substrate,9288.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5b,0.0272,0.0403,0.0568,0.0368,0.0538,49.671075,-124.940748,9006.5,substrate,9289.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d65,0.0272,0.0482,0.0646,0.0409,0.0538,49.67099013,-124.9408937,9007.5,substrate,9288.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d66,0.0272,0.0447,0.0626,0.0415,0.0538,49.67098528,-124.9407555,9007.5,substrate,9289.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d70,0.0303,0.0448,0.0672,0.0437,0.0555,49.67091012,-124.9411777,9008.5,substrate,9286.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d71,0.0303,0.0482,0.072,0.0432,0.0555,49.67090527,-124.9410394,9008.5,substrate,9287.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d81,0.0303,0.0475,0.0669,0.0416,0.0555,49.6708204,-124.9411851,9009.5,substrate,9286.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d82,0.0303,0.0433,0.0604,0.0362,0.0555,49.67081555,-124.9410469,9009.5,substrate,9287.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013da,0.0542,0.0744,0.0911,0.0524,0.0561,49.94643151,-124.8048073,5892.5,substrate,10098.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013ff,0.0542,0.0756,0.0944,0.0568,0.0561,49.94634181,-124.8048151,5893.5,substrate,10098.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001400,0.0542,0.081,0.0952,0.0589,0.0561,49.94633678,-124.8046761,5893.5,substrate,10099.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000144a,0.0544,0.0728,0.0874,0.0516,0.06,49.94615234,-124.8045527,5895.5,substrate,10100.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002069,0.0102,0.008,0.0054,0.0015,1.0E-4,49.77915732,-124.9232345,7798.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000206a,0.0102,0.0053,0.007,0.0025,1.0E-4,49.77915244,-124.9230959,7798.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002070,0.0102,0.0041,0.0048,0.0035,1.0E-4,49.77906272,-124.9231035,7799.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f53,0.0083,0.0068,0.0082,0.0023,2.0E-4,49.7807136,-124.9214361,7780.5,water,9362.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f54,0.0083,0.0063,0.007,0.0017,2.0E-4,49.78070872,-124.9212976,7780.5,water,9363.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f68,0.0083,0.0061,0.007,0.0023,2.0E-4,49.78062389,-124.9214437,7781.5,water,9362.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f69,0.0083,0.0053,0.0067,0.0033,2.0E-4,49.780619,-124.9213051,7781.5,water,9363.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f7e,0.0087,0.0068,0.0069,0.0032,8.0E-4,49.78053417,-124.9214512,7782.5,water,9362.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f7f,0.0087,0.0058,0.0074,0.0033,8.0E-4,49.78052929,-124.9213127,7782.5,water,9363.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f95,0.0087,0.0035,0.0072,0.0032,8.0E-4,49.78044445,-124.9214588,7783.5,water,9362.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f96,0.0087,0.0037,0.0067,0.0036,8.0E-4,49.78043957,-124.9213202,7783.5,water,9363.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000170f,0.007,0.0063,0.0044,0.0022,9.0E-4,49.92361481,-125.0568276,6244.5,water,8304.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001710,0.007,0.0082,0.0033,9.0E-4,9.0E-4,49.92361007,-125.0566886,6244.5,water,8305.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001711,0.007,0.0066,0.0039,0.0016,9.0E-4,49.92352508,-125.056835,6245.5,water,8304.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ff3,0.0099,0.0063,0.0057,0.0018,9.0E-4,49.78003495,-124.9226049,7788.5,water,9354.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ff4,0.0099,0.0049,0.0072,0.0022,9.0E-4,49.78003006,-124.9224663,7788.5,water,9355.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002004,0.0099,0.0058,0.0056,0.0022,9.0E-4,49.77994523,-124.9226124,7789.5,water,9354.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002005,0.0099,0.0049,0.0057,0.0027,9.0E-4,49.77994035,-124.9224739,7789.5,water,9355.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f51,0.0083,0.0037,0.0082,0.0026,0.0011,49.78072337,-124.9217132,7780.5,water,9360.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f52,0.0083,0.0044,0.0094,0.0026,0.0011,49.78071849,-124.9215747,7780.5,water,9361.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f66,0.0083,0.0095,0.0066,0.0036,0.0011,49.78063366,-124.9217208,7781.5,water,9360.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f67,0.0083,0.0039,0.0066,0.0026,0.0011,49.78062877,-124.9215822,7781.5,water,9361.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fcc,0.0092,0.0023,0.004,0.0029,0.0011,49.78022415,-124.9228669,7786.5,water,9352.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fcd,0.0092,0.0061,0.0041,0.0023,0.0011,49.78021926,-124.9227283,7786.5,water,9353.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fdf,0.0092,0.006,0.0067,0.004,0.0011,49.78013443,-124.9228744,7787.5,water,9352.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fe0,0.0092,0.0075,0.0044,0.0019,0.0011,49.78012955,-124.9227359,7787.5,water,9353.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000200e,0.0094,0.0041,0.0059,0.001,0.0011,49.77988481,-124.9234512,7790.5,water,9348.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000200f,0.0094,0.0047,0.0069,0.0021,0.0011,49.77987993,-124.9233127,7790.5,water,9349.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000201d,0.0094,0.0058,0.0074,0.0029,0.0011,49.7797951,-124.9234588,7791.5,water,9348.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000201e,0.0094,0.0056,0.0056,0.0022,0.0011,49.77979021,-124.9233202,7791.5,water,9349.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a4,0.0062,0.007,0.0062,0.0028,0.0012,49.92581561,-125.0580416,6220.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a5,0.0062,0.0068,0.006,0.0012,0.0012,49.92581088,-125.0579026,6220.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b3,0.0062,0.0054,0.0066,0.003,0.0012,49.92572589,-125.0580489,6221.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b4,0.0062,0.0082,0.0062,0.0028,0.0012,49.92572115,-125.0579099,6221.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c6,0.0062,0.0068,0.0086,0.0028,0.0012,49.92563616,-125.0580562,6222.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c7,0.0062,0.0061,0.0049,0.0042,0.0012,49.92563143,-125.0579173,6222.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015db,0.0062,0.0066,0.0074,0.0011,0.0012,49.92554643,-125.0580636,6223.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015dc,0.0062,0.0044,0.0062,0.003,0.0012,49.9255417,-125.0579246,6223.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f3,0.0064,0.0054,0.0066,4.0E-4,0.0012,49.9254567,-125.0580709,6224.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f4,0.0064,0.004,0.0068,0.0029,0.0012,49.92545197,-125.0579319,6224.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000160c,0.0064,0.0056,0.0047,0.0015,0.0012,49.92536697,-125.0580782,6225.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000160d,0.0064,0.0042,0.0041,0.0032,0.0012,49.92536224,-125.0579392,6225.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed7,0.0088,0.0035,0.0069,0.0017,0.0012,49.78170843,-124.9241318,7770.5,water,9342.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ed8,0.0088,0.007,0.0057,0.0019,0.0012,49.78170355,-124.9239932,7770.5,water,9343.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001eda,0.0088,0.0049,0.0062,0.0012,0.0012,49.78161871,-124.9241393,7771.5,water,9342.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001edb,0.0088,0.0061,0.0064,0.0011,0.0012,49.78161383,-124.9240008,7771.5,water,9343.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f41,0.0081,0.0054,0.0067,0.0019,0.0012,49.78080332,-124.9214286,7779.5,water,9362.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fb0,0.0085,0.0025,0.0054,0.0023,0.0012,49.7803352,-124.9209121,7784.5,water,9366.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fb1,0.0085,0.0056,0.0054,0.0028,0.0012,49.78033031,-124.9207735,7784.5,water,9367.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fc6,0.0085,0.0037,0.0057,0.0018,0.0012,49.78024548,-124.9209196,7785.5,water,9366.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fae,0.0089,0.0032,0.0047,0.0033,0.0013,49.78034497,-124.9211892,7784.5,water,9364.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001faf,0.0089,0.0049,0.0077,0.0022,0.0013,49.78034008,-124.9210506,7784.5,water,9365.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fc4,0.0089,0.0032,0.0046,0.0029,0.0013,49.78025525,-124.9211967,7785.5,water,9364.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fc5,0.0089,0.0039,0.0068,0.0017,0.0013,49.78025037,-124.9210582,7785.5,water,9365.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002010,0.0098,0.0047,0.0078,0.0028,0.0013,49.77987505,-124.9231741,7790.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002011,0.0098,0.0053,0.0057,0.0025,0.0013,49.77987016,-124.9230356,7790.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000201f,0.0098,0.0054,0.0045,0.0017,0.0013,49.77978533,-124.9231817,7791.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002020,0.0098,0.0046,0.0069,0.0025,0.0013,49.77978045,-124.9230431,7791.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000202c,0.01,0.0051,0.0048,2.0E-4,0.0013,49.77969561,-124.9231892,7792.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000202d,0.01,0.0051,0.0075,0.0022,0.0013,49.77969073,-124.9230507,7792.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002039,0.01,0.0044,0.0056,0.001,0.0013,49.7796059,-124.9231968,7793.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000203a,0.01,0.0051,0.0059,0.0023,0.0013,49.77960102,-124.9230582,7793.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001624,0.007,0.0059,0.0052,0.0016,0.0014,49.92527724,-125.0580856,6226.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001625,0.007,0.0082,0.0052,0.0019,0.0014,49.92527251,-125.0579466,6226.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163a,0.007,0.0064,0.0042,0.0026,0.0014,49.92518751,-125.0580929,6227.5,water,8294.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163b,0.007,0.008,0.0033,0.0014,0.0014,49.92518278,-125.0579539,6227.5,water,8295.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002075,0.0102,0.0051,0.0054,0.0033,0.0014,49.77897262573242,-124.923111,7800.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002079,0.0102,0.0047,0.0049,0.0033,0.0014,49.77888329,-124.9231185,7801.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001edf,0.0092,0.0023,0.0064,0.0018,0.0015,49.78152411,-124.9240083,7772.5,water,9343.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ee5,0.0092,0.0026,0.0066,0.0028,0.0015,49.7814344,-124.9240158,7773.5,water,9343.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f7c,0.0087,0.0054,0.0072,0.0037,0.0015,49.78054394,-124.9217283,7782.5,water,9360.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f7d,0.0087,0.0049,0.0061,0.0035,0.0015,49.78053906,-124.9215898,7782.5,water,9361.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f93,0.0087,0.0042,0.0075,0.0049,0.0015,49.78045422,-124.9217359,7783.5,water,9360.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f94,0.0087,0.0049,0.0086,0.0035,0.0015,49.78044934,-124.9215973,7783.5,water,9361.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a87,0.0133,0.0092,0.0084,0.0016,0.0016,49.86707361,-124.9361522,6826.5,water,9204.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001a88,0.0133,0.0075,0.0091,0.004,0.0016,49.86706873,-124.9360134,6826.5,water,9205.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ab3,0.0133,0.0057,0.009,0.0045,0.0016,49.86698389,-124.9361597,6827.5,water,9204.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001ab4,0.0133,0.008,0.0101,0.0033,0.0016,49.86697902,-124.9360209,6827.5,water,9205.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fd0,0.0097,0.0051,0.0056,0.0027,0.0016,49.78020461,-124.9223127,7786.5,water,9356.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fd1,0.0097,0.007,0.0059,0.0012,0.0016,49.78019973,-124.9221741,7786.5,water,9357.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fe3,0.0097,0.0072,0.007,0.0027,0.0016,49.7801149,-124.9223202,7787.5,water,9356.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fe4,0.0097,0.0061,0.007,0.0028,0.0016,49.78011001,-124.9221817,7787.5,water,9357.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002059,0.0102,0.0037,0.0049,0.0025,0.0016,49.77933675,-124.9232194,7796.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000205a,0.0102,0.0041,0.0064,0.0031,0.0016,49.77933187,-124.9230808,7796.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002061,0.0102,0.0058,0.0061,0.0018,0.0016,49.77924703,-124.9232269,7797.5,water,9350.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002062,0.0102,0.0054,0.0046,0.0031,0.0016,49.77924215,-124.9230884,7797.5,water,9351.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f03,0.0096,0.006,0.0072,0.0027,0.0017,49.78116037,-124.9238999,7776.5,water,9344.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f04,0.0096,0.0068,0.008,0.0025,0.0017,49.78115548,-124.9237613,7776.5,water,9345.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f10,0.0096,0.0063,0.0059,0.0015,0.0017,49.78107065,-124.9239074,7777.5,water,9344.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f11,0.0096,0.0051,0.0064,0.0028,0.0017,49.78106577,-124.9237689,7777.5,water,9345.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ed,0.007,0.011,0.0044,0.0037,0.0018,49.92546124,-125.0555618,6223.5,water,8312.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ee,0.007,0.004,0.0011,0.0019,0.0018,49.9254565,-125.0554228,6223.5,water,8313.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001622,0.0068,0.0061,0.0054,0.0016,0.0018,49.92528671,-125.0583635,6226.5,water,8292.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001623,0.0068,0.0027,0.0046,0.0016,0.0018,49.92528197,-125.0582245,6226.5,water,8293.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001638,0.0068,0.0045,0.0057,0.0019,0.0018,49.92519698,-125.0583709,6227.5,water,8292.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001639,0.0068,0.0052,0.0054,0.002,0.0018,49.92519225,-125.0582319,6227.5,water,8293.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f42,0.0094,0.0056,0.0061,0.0022,0.0018,49.78079662,-124.9237915,7780.5,water,9345.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f57,0.0094,0.0018,0.0072,0.0028,0.0018,49.7807069,-124.923799,7781.5,water,9345.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001f80,0.0087,0.0068,0.0067,0.0018,0.0018,49.7805244,-124.9211741,7782.5,water,9364.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
